art1,name1,size1,art2,name2,qty2,art3,name3,qty3,price,total
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU OPL 063.2,Низкая панель H.772x1592 OP перфорированная 2 стороны,1,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU OPM 023,"акрил х промежуточный прямоугольник OP H.373,5x1582,5",1,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU OPT 003,pannello rivestito x rettangolo intermedio OP H.285x1592,1,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,BAU OPT 003.G,pannello da rivestire x rettangolo intermedio OP H.281x1588,1,0,0
OP563,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.160 H.152 2 БОКОВИНЫ,"160х2,5х152",CX2563,1 экран OP древесина + ткань + акрил 160x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,1,BAU ALL 001.1507,Стойка DX/SX для OP H.1520,2,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 002.1492,Tраверс H.28.8 нижн./верх. под ОР/экраны L.1500,2,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 002.1492.I,"Траверс H.28,8 промежуточный для OP L.1500",1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 003.1492.I,"Траверс H.11,2 промежуточный для OP L.1500",1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU OPL 064.2,Низкая панель H.772x1492 OP перфорированная 2 стороны,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU OPM 024,"акрил х промежуточный прямоугольник OP H.373,5x1482,5",1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU OPT 004,pannello rivestito x rettangolo intermedio OP H.285x1492,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,BAU OPT 004.G,pannello da rivestire x rettangolo intermedio OP H.281x1488,1,0,0
OP564,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.150 H.152 2 БОКОВИНЫ,"150х2,5х152",CX2564,1 экран OP древесина + ткань + акрил 150x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,1,BAU ALL 001.1507,Стойка DX/SX для OP H.1520,2,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 002.1392,Tраверс H.28.8 нижн./верх. под ОР/экраны L.1400,2,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 002.1392.I,"Траверс H.28,8 промежуточный для OP L.1400",1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 003.1392.I,"Траверс H.11,2 промежуточный для OP L.1400",1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU OPL 065.2,Низкая панель H.772x1392 OP перфорированная 2 стороны,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU OPM 025,"акрил х промежуточный прямоугольник OP H.373,5x1382,5",1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU OPT 005,pannello rivestito x rettangolo intermedio OP H.285x1392,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,BAU OPT 005.G,pannello da rivestire x rettangolo intermedio OP H.281x1388,1,0,0
OP565,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.140 H.152 2 БОКОВИНЫ,"140х2,5х152",CX2565,1 экран OP древесина + ткань + акрил 140x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,1,BAU ALL 001.1507,Стойка DX/SX для OP H.1520,2,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 002.1192,Tраверс H.28.8 нижн./верх. под OP/экраны L.1200,2,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 002.1192.I,"Траверс H.28,8 промежуточный для OP L.1200",1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 003.1192.I,"Траверс H.11,2 промежуточный для OP L.1200",1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU OPL 067.2,Низкая панель H.772x1192 OP перфорированная 2 стороны,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU OPM 027,"акрил х промежуточный прямоугольник OP H.373,5x1182,5",1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU OPT 007,pannello rivestito x rettangolo intermedio OP H.285x1192,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,BAU OPT 007.G,pannello da rivestire x rettangolo intermedio OP H.281x1188,1,0,0
OP567,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.120 H.152 2 БОКОВИНЫ,"120х2,5х152",CX2567,1 экран OP древесина + ткань + акрил 120x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,1,BAU ALL 001.1507,Стойка DX/SX для OP H.1520,2,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 002.892,Tраверс H.28.8 нижн./верх. под ОР/экраны L.900,2,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 002.892.I,"Траверс H.28,8 промежуточный для OP L.900",1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 003.892.I,"Траверс H.11,2 промежуточный для OP L.900",1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU OPL 069.2,Низкая панель H.772x892 OP перфорированная 2 стороны,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU OPM 029,"акрил х промежуточный прямоугольник OP H.373,5x882,5",1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU OPT 009,pannello rivestito x rettangolo intermedio OP H.285x892,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,BAU OPT 009.G,pannello da rivestire x rettangolo intermedio OP H.281x888,1,0,0
OP569,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.90 H.152 2 БОКОВИНЫ,"90х2,5х152",CX2569,1 экран OP древесина + ткань + акрил 90x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP570,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ + АКРИЛ L.80 H.152 2 БОКОВИНЫ,"80х2,5х152",CX2570,1 экран OP древесина + ткань + акрил 80x152x25 2 стороны,1,BAU ALL 001.1507,Стойка DX/SX для OP H.1520,2,0,0
