art1,name1,size1,art2,name2,qty2,art3,name3,qty3,price,total
AA000,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА,180х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA000,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,1,BAU MET 040,Экран пластиковый h.480x1670 фронтальная боковина,1,0,0
AA000,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,,BAU FER 021,Алюминиевый профиль под экраны L.1670,1,4.25,296
AA000,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA002,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА,160х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA002,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА,160х1х48,CX1512,1 панель пластикового экрана фронтальная боковина 1470x480x6,1,BAU MET 042,Экран пластиковый h.480x1470 фронтальная сторона,1,0,0
AA002,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА,160х1х48,CX1512,1 панель пластикового экрана фронтальная боковина 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA002,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА,160х1х48,CX1512,1 панель пластикового экрана фронтальная боковина 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA004,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА,140х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA004,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА,140х1х48,CX1514,1 панель пластикового экрана фронтальная боковина 1270x480x6,1,BAU MET 044,Экран пластиковый h.480x1270 фронтальная боковина,1,0,0
AA004,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА,140х1х48,CX1514,1 панель пластикового экрана фронтальная боковина 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
AA004,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА,140х1х48,CX1514,1 панель пластикового экрана фронтальная боковина 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA005,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА,120х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA005,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА,120х1х48,CX1515,1 панель пластикового экрана фронтальная боковина 1070x480x6,1,BAU MET 045,Экран пластиковый h.480x1070 фронтальная боковина,1,0,0
AA005,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА,120х1х48,CX1515,1 панель пластикового экрана фронтальная боковина 1070x480x6,,BAU FER 026,Алюминиевый профиль под экраны L.1070,1,2.95,206
AA005,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА,120х1х48,CX1515,1 панель пластикового экрана фронтальная боковина 1070x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA009,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА,49х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA009,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА,49х1х48,CX1519,1 панель пластикового экрана фронтальная боковина 495x480x6,1,BAU MET 050,Экран пластиковый h.480x495 фронтальная боковина,1,0,0
AA009,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА,49х1х48,CX1519,1 панель пластикового экрана фронтальная боковина 495x480x6,,BAU FER 030,Алюминиевый профиль под экраны L.495/470,1,1.2,84
AA009,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА,49х1х48,CX1519,1 панель пластикового экрана фронтальная боковина 495x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA020,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA020,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,1,BAU MET 040,Экран пластиковый h.480x1670 фронтальная боковина,1,0,0
AA020,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,,BAU FER 021,Алюминиевый профиль под экраны L.1670,1,4.25,296
AA020,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA022,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,160х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA022,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,160х1х48,CX1512,1 панель пластикового экрана фронтальная боковина 1470x480x6,1,BAU MET 042,Экран пластиковый h.480x1470 фронтальная сторона,1,0,0
AA022,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,160х1х48,CX1512,1 панель пластикового экрана фронтальная боковина 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA022,ЭКРАН ПЛАСТИКОВЫЙ 48x160 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,160х1х48,CX1512,1 панель пластикового экрана фронтальная боковина 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA024,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,140х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA024,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,140х1х48,CX1514,1 панель пластикового экрана фронтальная боковина 1270x480x6,1,BAU MET 044,Экран пластиковый h.480x1270 фронтальная боковина,1,0,0
AA024,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,140х1х48,CX1514,1 панель пластикового экрана фронтальная боковина 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
AA024,ЭКРАН ПЛАСТИКОВЫЙ 48x140 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,140х1х48,CX1514,1 панель пластикового экрана фронтальная боковина 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA025,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,120х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA025,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,120х1х48,CX1515,1 панель пластикового экрана фронтальная боковина 1070x480x6,1,BAU MET 045,Экран пластиковый h.480x1070 фронтальная боковина,1,0,0
AA025,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,120х1х48,CX1515,1 панель пластикового экрана фронтальная боковина 1070x480x6,,BAU FER 026,Алюминиевый профиль под экраны L.1070,1,2.95,206
AA025,ЭКРАН ПЛАСТИКОВЫЙ 48x120 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,120х1х48,CX1515,1 панель пластикового экрана фронтальная боковина 1070x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA029,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,49х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA029,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,49х1х48,CX1519,1 панель пластикового экрана фронтальная боковина 495x480x6,1,BAU MET 050,Экран пластиковый h.480x495 фронтальная боковина,1,0,0
AA029,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,49х1х48,CX1519,1 панель пластикового экрана фронтальная боковина 495x480x6,,BAU FER 030,Алюминиевый профиль под экраны L.495/470,1,1.2,84
AA029,ЭКРАН ПЛАСТИКОВЫЙ 48x49 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,49х1х48,CX1519,1 панель пластикового экрана фронтальная боковина 495x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA030,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX0355,Комплект  M крепление для удлинения экранов + тумбочка/2 тумбочки,1,,,,6.6,460
AA030,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,1,BAU MET 040,Экран пластиковый h.480x1670 фронтальная боковина,1,0,0
AA030,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,,BAU FER 021,Алюминиевый профиль под экраны L.1670,1,4.25,296
AA030,ЭКРАН ПЛАСТИКОВЫЙ 48x180 ФРОНТАЛЬНАЯ БОКОВИНА С  1 ТУМБОЧКОЙ,180х1х48,CX1510,1 панель пластикового экрана фронтальная боковина 1670x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA040,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА,180х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA040,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",1,BAU MET 000,Экран пластиковый h.480x1670 удлиненная сторона,1,0,0
AA040,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",,BAU FER 021,Алюминиевый профиль под экраны L.1670,1,4.25,296
AA040,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA041,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА,170х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA041,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,1,BAU MET 001,Экран пластиковый h.480x1570 удлиненная сторона,1,0,0
AA041,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,,BAU FER 022,Профиль алюминиевый под экраны L.1570,1,4,279
AA041,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA042,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА,160х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA042,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,1,BAU MET 002,Экран пластиковый h.480x1470 удлиненная сторона,1,0,0
AA042,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA042,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA043,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА,150х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA043,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,1,BAU MET 003,Экран пластиковый h.480x1370 удлиненная сторона,1,0,0
AA043,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,,BAU FER 024,Алюминиевый профиль под экранные панели L.1370,1,3.8,265
AA043,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA044,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА,140х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA044,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,1,BAU MET 004,Экран пластиковый h.480x1270 удлиненная сторона,1,0,0
AA044,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
AA044,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA045,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА,120х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA045,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,1,BAU MET 005,Экран пластиковый h.480x1070 удлиненная сторона,1,0,0
AA045,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,,BAU FER 026,Алюминиевый профиль под экраны L.1070,1,2.95,206
AA045,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA046,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕННАЯ СТОРОНА,90х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA046,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕННАЯ СТОРОНА,90х1х48,CX1506,1 панель экрана удлиненная пластиковая 770x480x6,1,BAU MET 006,Экран пластиковый h.480x770 удлиненная сторона,1,0,0
AA046,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕННАЯ СТОРОНА,90х1х48,CX1506,1 панель экрана удлиненная пластиковая 770x480x6,,BAU FER 027,Алюминиевый профиль под экранные панели L.770,1,2.5,174
AA046,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕННАЯ СТОРОНА,90х1х48,CX1506,1 панель экрана удлиненная пластиковая 770x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA047,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕННАЯ СТОРОНА,80х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA047,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕННАЯ СТОРОНА,80х1х48,CX1507,1 панель экрана удлиненная пластиковая 670x480x6,1,BAU MET 007,Экран пластиковый h.480x670 удлиненная сторона,1,0,0
AA047,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕННАЯ СТОРОНА,80х1х48,CX1507,1 панель экрана удлиненная пластиковая 670x480x6,,BAU FER 028,Алюминиевый профиль под экранные панели L.670,1,2.05,143
AA047,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕННАЯ СТОРОНА,80х1х48,CX1507,1 панель экрана удлиненная пластиковая 670x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA048,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕННАЯ СТОРОНА,70х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA048,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕННАЯ СТОРОНА,70х1х48,CX1508,1 панель экрана удлиненная пластиковая 570x480x6,1,BAU MET 008,Экран пластиковый h.480x570 удлиненная сторона,1,0,0
AA048,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕННАЯ СТОРОНА,70х1х48,CX1508,1 панель экрана удлиненная пластиковая 570x480x6,,BAU FER 029,Алюминиевый профиль под экранные панели L.570,1,2,139
AA048,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕННАЯ СТОРОНА,70х1х48,CX1508,1 панель экрана удлиненная пластиковая 570x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA049,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА,60х1х48,CX0317,Комплект A крепления экранов,1,,,,6.8,474
AA049,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,1,BAU MET 009,Экран пластиковый h.480x470 удлиненная сторона,1,0,0
AA049,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,,BAU FER 030,Алюминиевый профиль под экраны L.495/470,1,1.2,84
AA049,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA050,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,180х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA050,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",1,BAU MET 000,Экран пластиковый h.480x1670 удлиненная сторона,1,0,0
AA050,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",,BAU FER 021,Алюминиевый профиль под экраны L.1670,1,4.25,296
AA050,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA051,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,170х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA051,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,1,BAU MET 001,Экран пластиковый h.480x1570 удлиненная сторона,1,0,0
AA051,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,,BAU FER 022,Профиль алюминиевый под экраны L.1570,1,4,279
AA051,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA052,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,160х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA052,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,1,BAU MET 002,Экран пластиковый h.480x1470 удлиненная сторона,1,0,0
AA052,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA052,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA053,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,150х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA053,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,1,BAU MET 003,Экран пластиковый h.480x1370 удлиненная сторона,1,0,0
AA053,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,,BAU FER 024,Алюминиевый профиль под экранные панели L.1370,1,3.8,265
AA053,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA054,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,140х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA054,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,1,BAU MET 004,Экран пластиковый h.480x1270 удлиненная сторона,1,0,0
AA054,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
AA054,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА С ТУМБОЧКОЙ,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA062,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,160х1х48,CX0343,"Комплект G крепление удлиненного экрана, нога T",1,,,,9.8,684
AA062,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,1,BAU MET 002,Экран пластиковый h.480x1470 удлиненная сторона,1,0,0
AA062,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA062,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA064,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,140х1х48,CX0343,"Комплект G крепление удлиненного экрана, нога T",1,,,,9.8,684
AA064,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,1,BAU MET 004,Экран пластиковый h.480x1270 удлиненная сторона,1,0,0
AA064,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
